"ID";"SKU";"Title";"Izm";"Price";"Type";\n"1";"13405";"Брусок Лодочка";"шт";"24.70";"Абразивный инструмент>>Бруски шлифовальные"
"156";"1699";"Круг отрезной 150х3х32 (Луга)";"шт";"13.50";"Круги отрезные>>Круги по металлу"
"157";"1250";"Круг отрезной 175х1,6х32 14А 16Т влк.";"шт";"12.40";"Круги отрезные>>Круги по металлу"
"158";"15270";"Круг отрезной 175х2,0х32 (Луга) неарм.";"шт";"14.35";"Круги отрезные>>Круги по металлу"
"159";"17933";"Круг отрезной 175х2х32 (Луга)";"шт";"14.35";"Круги отрезные>>Круги по металлу"
"160";"21802";"Круг отрезной 180х1,6х22 (Ринг)";"шт";"21.00";"Круги отрезные>>Круги по металлу"
"161";"23847";"Круг отрезной 180х1,8х22 Луга";"шт";"20.00";"Круги отрезные>>Круги по металлу"
"162";"23451";"Круг отрезной 180х1,8х22,2 ЗУБР";"шт";"40.00";"Круги отрезные>>Круги по металлу"
"163";"23325";"Круг отрезной 180х1,8х22,2мм ЗУБР для УШМ";"шт";"40.00";"Круги отрезные>>Круги по металлу"
"164";"23814";"Круг отрезной 180х2,0х22 (RinG)";"шт";"23.00";"Круги отрезные>>Круги по металлу"
"165";"756";"Круг отрезной 180х2,0х22 (Луга)";"шт";"22.10";"Круги отрезные>>Круги по металлу"
"166";"15076";"Круг отрезной 180х2,5х22 (ИНВАБ)";"шт";"21.80";"Круги отрезные>>Круги по металлу"
"167";"7775";"Круг отрезной 180х2,5х22 (Луга)";"шт";"24.70";"Круги отрезные>>Круги по металлу"
"168";"12898";"Круг отрезной 180х2,5х22,2 FH38 F 36 S-BF41 универсал F2170";"шт";"49.90";"Круги отрезные>>Круги по металлу"
"169";"19303";"Круг отрезной 180х2х32 (Луга)";"шт";"20.00";"Круги отрезные>>Круги по металлу"
"170";"23679";"Круг отрезной 180х3,0х22 (RinG)";"шт";"25.00";"Круги отрезные>>Круги по металлу"
"171";"10563";"Круг отрезной 180х3,2х22 (ЧАЗ)";"шт";"22.24";"Круги отрезные>>Круги по металлу"
"172";"8173";"Круг отрезной 180х3х22 (Луга)";"шт";"27.45";"Круги отрезные>>Круги по металлу"
"173";"2272";"Круг отрезной 180х3х32 (Луга)";"шт";"23.01";"Круги отрезные>>Круги по металлу"
"174";"19302";"Круг отрезной 180х4х32 (Луга)";"шт";"33.40";"Круги отрезные>>Круги по металлу"
"175";"4778";"Круг отрезной 200х1,0х32 14А 16Т влк.";"шт";"33.00";"Круги отрезные>>Круги по металлу"
"176";"5733";"Круг отрезной 200х1,6х32 14А 16Т влк.";"шт";"39.88";"Круги отрезные>>Круги по металлу"
"177";"7776";"Круг отрезной 200х2,0х22 (Луга)";"шт";"29.55";"Круги отрезные>>Круги по металлу"
"178";"15723";"Круг отрезной 200х2,0х32  14А 16Т влк.";"шт";"39.88";"Круги отрезные>>Круги по металлу"
"179";"8931";"Круг отрезной 200х2,5х22 (Луга)";"шт";"29.60";"Круги отрезные>>Круги по металлу"
"180";"8187";"Круг отрезной 200х2,5х32 (Луга)";"шт";"32.05";"Круги отрезные>>Круги по металлу"
"181";"8332";"Круг отрезной 200х3х22 (Иваново)";"шт";"28.40";"Круги отрезные>>Круги по металлу"
"182";"8932";"Круг отрезной 200х3х22 (Луга)";"шт";"21.00";"Круги отрезные>>Круги по металлу"
"183";"759";"Круг отрезной 200х3х32 (Луга)";"шт";"21.50";"Круги отрезные>>Круги по металлу"
"184";"23034";"Круг отрезной 200х3х32 14А 16СТ влк.";"шт";"62.00";"Круги отрезные>>Круги по металлу"
"185";"18122";"Круг отрезной 230*3 (226) Bosch";"шт";"43.00";"Круги отрезные>>Круги по металлу"
"186";"22828";"Круг отрезной 230х1,6х22 (Л)";"шт";"29.30";"Круги отрезные>>Круги по металлу"
"187";"10291";"Круг отрезной 230х1,6х22 (Луга)";"шт";"29.30";"Круги отрезные>>Круги по металлу"
"188";"19946";"Круг отрезной 230х1,6х32 (Луга)";"шт";"27.55";"Круги отрезные>>Круги по металлу"
"189";"23815";"Круг отрезной 230х2,0х22 (RinG)";"шт";"33.00";"Круги отрезные>>Круги по металлу"
"190";"15489";"Круг отрезной 230х2,0х22 (Луга)";"шт";"29.85";"Круги отрезные>>Круги по металлу"
"191";"8573";"Круг отрезной 230х2,0х32 (Луга)";"шт";"28.15";"Круги отрезные>>Круги по металлу"
"192";"23241";"Круг отрезной 230х2,5х22 (RinG)";"шт";"34.00";"Круги отрезные>>Круги по металлу"
"193";"11865";"Круг отрезной 230х2,5х22 (Косулино)";"шт";"32.25";"Круги отрезные>>Круги по металлу"
"194";"3306";"Круг отрезной 230х2,5х22 (Луга)";"шт";"38.25";"Круги отрезные>>Круги по металлу"
"195";"20476";"Круг отрезной 230х2,5х22 (Луга)";"шт";"35.75";"Круги отрезные>>Круги по металлу"
"196";"18123";"Круг отрезной 230х2,5х22 F36 СТ БУ";"шт";"39.15";"Круги отрезные>>Круги по металлу"
"197";"23452";"Круг отрезной 230х2,5х22,2 ЗУБР";"шт";"50.00";"Круги отрезные>>Круги по металлу"
"198";"13915";"Круг отрезной 230х2,5х32 (ВАЗ)";"шт";"35.30";"Круги отрезные>>Круги по металлу"
